iter	Logloss
741	0.4134050747
742	0.4132753197
743	0.4132185238
744	0.4130973458
745	0.4129863784
746	0.4128331393
747	0.4127146802
748	0.4125605674
749	0.4125046151
750	0.4123656017
751	0.4121471002
752	0.4119839196
753	0.4118727062
754	0.4117629596
755	0.4116065471
756	0.4113757188
757	0.4111734694
758	0.4110027048
759	0.4108949327
760	0.4108049175
761	0.4107192882
762	0.4105623247
763	0.4103634627
764	0.4102230069
765	0.4100659622
766	0.4098928336
767	0.409823788
768	0.4097343679
769	0.4096164443
770	0.409488872
771	0.4094430284
772	0.4094081002
773	0.4092420012
774	0.4091383178
775	0.4089291384
776	0.408858535
777	0.4087166232
778	0.4085038259
779	0.4082938892
780	0.4081536326
781	0.4080521912
782	0.4079027125
783	0.4077800627
784	0.4076866039
785	0.4075331721
786	0.4073711982
787	0.4072780582
788	0.4071315203
789	0.4069635065
790	0.4067914403
791	0.4066593754
792	0.406393595
793	0.406257947
794	0.4061773168
795	0.4060239703
796	0.4058544502
797	0.4058318146
798	0.4056071817
799	0.4054258186
800	0.4052328306
801	0.4050905962
802	0.4048799322
803	0.4048118197
804	0.404663449
805	0.4045741329
806	0.4044633388
807	0.4044018444
808	0.4042371569
809	0.4041983636
810	0.4040489666
811	0.4039563458
812	0.4038677379
813	0.4037469955
814	0.4036407459
815	0.4034630555
816	0.4033804408
817	0.4033100693
818	0.4031867339
819	0.4031192299
820	0.4029640206
821	0.4028072046
822	0.4027229549
823	0.4025669223
824	0.4024470941
825	0.4023249049
826	0.4022907244
827	0.4019857103
828	0.401923463
829	0.4017543241
830	0.401678114
831	0.4015571787
832	0.4013773406
833	0.4013112057
834	0.4012314609
835	0.4010883469
836	0.4009824072
837	0.4009312597
838	0.4008071311
839	0.4007012608
840	0.400598185
841	0.4005285481
842	0.4003829529
843	0.4002591146
844	0.4001885692
845	0.4001652759
846	0.4000235999
847	0.39986168
848	0.3996768036
849	0.3995684508
850	0.3994337794
851	0.3992772
852	0.3992120034
853	0.3991051294
854	0.3990357347
855	0.3989101573
856	0.3987240849
857	0.3985658078
858	0.3984634034
859	0.3984108242
860	0.3983740851
861	0.3983104494
862	0.3982039767
863	0.398118887
864	0.3980124808
865	0.3978901366
866	0.3978167064
867	0.397694468
868	0.3976164509
869	0.3974661021
870	0.3973896296
871	0.3973339571
872	0.3972633854
873	0.3971585105
874	0.3970060688
875	0.3968846536
876	0.3968329154
877	0.3967671234
878	0.3966011175
879	0.3964880071
880	0.3963828416
881	0.3961730446
882	0.3960456097
883	0.395967445
884	0.3958461123
885	0.3957598175
886	0.3956090203
887	0.3955069976
888	0.3954474461
889	0.3953731115
890	0.3952208253
891	0.3950666203
892	0.3948907836
893	0.3947887558
894	0.3946594735
895	0.394521165
896	0.3944525008
897	0.3943020282
898	0.3942305991
899	0.3940560201
900	0.3939942509
901	0.3938687235
902	0.3937635603
903	0.3936903702
904	0.3935365734
905	0.3934332121
906	0.3932420204
907	0.3930913622
908	0.3929960294
909	0.3928631051
910	0.3927425969
911	0.3926957834
912	0.3926194489
913	0.3925814294
914	0.3924481001
915	0.3923635946
916	0.3922210219
917	0.3920904566
918	0.3920094497
919	0.3919003335
920	0.3918342005
921	0.3917755725
922	0.3916794639
923	0.3915995919
924	0.3914854431
925	0.3913924944
926	0.3912594914
927	0.3911255392
928	0.3909766039
929	0.3908407252
930	0.3907627822
931	0.3906414145
932	0.3905230291
933	0.3904042586
934	0.3903392091
935	0.3902773312
936	0.3901542867
937	0.3901253776
938	0.3898503438
939	0.3897394081
940	0.3895301966
941	0.3893931186
942	0.3892996972
943	0.389122501
944	0.3889930219
945	0.3888440206
946	0.3887165869
947	0.3885886613
948	0.3885115854
949	0.3883755423
950	0.3882168704
951	0.3881495582
952	0.3880340288
953	0.3879877258
954	0.3879450129
955	0.3878069393
956	0.3877917205
957	0.3876713164
958	0.3875159955
959	0.3874599921
960	0.3874024673
961	0.3872592972
962	0.3871698768
963	0.3871110462
964	0.3870160605
965	0.3869467231
966	0.3868138126
967	0.3867251779
968	0.3865472566
969	0.3864577423
970	0.3863663054
971	0.3862584211
972	0.3861673128
973	0.3860775614
974	0.385997282
975	0.3859132032
976	0.3858083989
977	0.385627908
978	0.3855949774
979	0.3854763123
980	0.3853473248
981	0.3852749454
982	0.3851847572
983	0.3851288623
984	0.3850339498
985	0.3849126064
986	0.3848106321
987	0.3846596046
988	0.3845416317
989	0.3844254096
990	0.3843316066
991	0.3842427277
992	0.3841123718
993	0.3840081971
994	0.3838853407
995	0.3837870504
996	0.3837397626
997	0.3836710956
998	0.383627872
999	0.3834549557
